[2026-04-07 14:11:58] Pre-building release binaries...
    Finished `release` profile [optimized] target(s) in 0.31s
[2026-04-07 14:11:59] === AlphaZero Loop Start (branch=rtx5090-4, run_dir=runs/rtx5090-4, iteration=1, games=3000x1gpu, sims=512+0/iter, max=512, min_chain=0, threads=1024) ===
[2026-04-07 14:11:59] --- Iteration 1 (sims=512, global_step=0) ---
[2026-04-07 14:11:59] Self-play start (m=24, c_visit=50.0, num_gpus=1, games_per_gpu=3000, total=3000)
[gpu0]     Finished `release` profile [optimized] target(s) in 0.30s
[gpu0]      Running `target/release/self-play --games 3000 --simulations 512 --c-puct-init 1.5 --c-puct-base 19652.0 --m 24 --c-visit 50.0 --gamma 0.95 --min-chain 0 --threads 1024 --batch-size 4096 --num-leaves 1 --model-path runs/rtx5090-4/artifacts/puyo_model --cols 6 --rows 14 --num-colors 4 --residual-channels 256 --num-blocks 6 --policy-conv-channels 2 --value-conv-channels 1 --value-hidden 256 --film-hidden 256 --output runs/rtx5090-4/data/alphazero_iter_1_gpu0.bin`
[gpu0] games=3000, simulations=512, c_puct_init=1.5, c_puct_base=19652, m=24, c_visit=50, gamma=0.95, num_leaves=1, min_chain=0
[gpu0] Game config: cols=6, rows=14, num_colors=4, residual_channels=256, num_blocks=6, policy_conv_ch=2, value_conv_ch=1, value_hidden=256, film_hidden=256
[gpu0] Backend: Cuda (GPU) — Gumbel MCTS self-play (batched)
[gpu0] Failed to load model from runs/rtx5090-4/artifacts/puyo_model: FileNotFound("No such file or directory (os error 2)"). Initializing random weights
[gpu0] Using 1024 game threads, max_batch_size=4096
[gpu0] [2438/3000] samples: 121900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4060/3602 | 0.73 games/s | ETA: 775s
[gpu0] [2439/3000] samples: 121950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3920/3602 | 0.73 games/s | ETA: 773s
[gpu0] [2440/3000] samples: 122000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3603 | 0.73 games/s | ETA: 772s
[gpu0] [2441/3000] samples: 122050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3190/3602 | 0.73 games/s | ETA: 770s
[gpu0] [2442/3000] samples: 122100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3860/3603 | 0.73 games/s | ETA: 768s
[gpu0] [2443/3000] samples: 122150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3602 | 0.73 games/s | ETA: 767s
[gpu0] [2444/3000] samples: 122200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3390/3602 | 0.73 games/s | ETA: 765s
[gpu0] [2445/3000] samples: 122250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3800/3602 | 0.73 games/s | ETA: 763s
[gpu0] [2446/3000] samples: 122300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3602 | 0.73 games/s | ETA: 761s
[gpu0] [2447/3000] samples: 122350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3602 | 0.73 games/s | ETA: 760s
[gpu0] [2448/3000] samples: 122400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3330/3602 | 0.73 games/s | ETA: 758s
[gpu0] [2449/3000] samples: 122450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3950/3602 | 0.73 games/s | ETA: 756s
[gpu0] [2450/3000] samples: 122500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3601 | 0.73 games/s | ETA: 755s
[gpu0] [2451/3000] samples: 122550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3130/3601 | 0.73 games/s | ETA: 753s
[gpu0] [2452/3000] samples: 122600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3601 | 0.73 games/s | ETA: 751s
[gpu0] [2453/3000] samples: 122650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3120/3601 | 0.73 games/s | ETA: 750s
[gpu0] [2454/3000] samples: 122700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2280/3600 | 0.73 games/s | ETA: 748s
[gpu0] [2455/3000] samples: 122750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3600/3600 | 0.73 games/s | ETA: 746s
[gpu0] [2456/3000] samples: 122800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2940/3600 | 0.73 games/s | ETA: 745s
[gpu0] [2457/3000] samples: 122850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4340/3600 | 0.73 games/s | ETA: 743s
[gpu0] [2458/3000] samples: 122900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3600 | 0.73 games/s | ETA: 741s
[gpu0] [2459/3000] samples: 122950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4380/3601 | 0.73 games/s | ETA: 740s
[gpu0] [2460/3000] samples: 123000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2950/3600 | 0.73 games/s | ETA: 738s
[gpu0] [2461/3000] samples: 123050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4380/3601 | 0.73 games/s | ETA: 736s
[gpu0] [2462/3000] samples: 123100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3640/3601 | 0.73 games/s | ETA: 735s
[gpu0] [2463/3000] samples: 123150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2360/3600 | 0.73 games/s | ETA: 733s
[gpu0] [2464/3000] samples: 123200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2500/3600 | 0.73 games/s | ETA: 731s
[gpu0] [2465/3000] samples: 123250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3600 | 0.73 games/s | ETA: 730s
[gpu0] [2466/3000] samples: 123300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3060/3599 | 0.73 games/s | ETA: 728s
[gpu0] [2467/3000] samples: 123350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2500/3599 | 0.73 games/s | ETA: 726s
[gpu0] [2468/3000] samples: 123400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3598 | 0.73 games/s | ETA: 725s
[gpu0] [2469/3000] samples: 123450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2160/3598 | 0.73 games/s | ETA: 723s
[gpu0] [2470/3000] samples: 123500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3510/3598 | 0.73 games/s | ETA: 721s
[gpu0] [2471/3000] samples: 123550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3960/3598 | 0.73 games/s | ETA: 720s
[gpu0] [2472/3000] samples: 123600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3920/3598 | 0.74 games/s | ETA: 718s
[gpu0] [2473/3000] samples: 123650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3280/3598 | 0.74 games/s | ETA: 716s
[gpu0] [2474/3000] samples: 123700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4420/3598 | 0.74 games/s | ETA: 715s
[gpu0] [2475/3000] samples: 123750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3120/3598 | 0.74 games/s | ETA: 713s
[gpu0] [2476/3000] samples: 123800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3900/3598 | 0.74 games/s | ETA: 712s
[gpu0] [2478/3000] samples: 123900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3240/3598 | 0.74 games/s | ETA: 708s
[gpu0] [2477/3000] samples: 123850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3598 | 0.74 games/s | ETA: 710s
[gpu0] [2479/3000] samples: 123950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3100/3597 | 0.74 games/s | ETA: 707s
[gpu0] [2481/3000] samples: 124050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2980/3597 | 0.74 games/s | ETA: 703s
[gpu0] [2483/3000] samples: 124150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3610/3597 | 0.74 games/s | ETA: 700s
[gpu0] [2482/3000] samples: 124100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4350/3597 | 0.74 games/s | ETA: 702s
[gpu0] [2485/3000] samples: 124250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3597 | 0.74 games/s | ETA: 697s
[gpu0] [2480/3000] samples: 124000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3150/3597 | 0.74 games/s | ETA: 705s
[gpu0] [2484/3000] samples: 124200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2820/3597 | 0.74 games/s | ETA: 698s
[gpu0] [2486/3000] samples: 124300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3160/3597 | 0.74 games/s | ETA: 695s
[gpu0] [2487/3000] samples: 124350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2720/3596 | 0.74 games/s | ETA: 693s
[gpu0] [2488/3000] samples: 124400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3597 | 0.74 games/s | ETA: 692s
[gpu0] [2489/3000] samples: 124450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3580/3597 | 0.74 games/s | ETA: 690s
[gpu0] [2490/3000] samples: 124500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 6620/3598 | 0.74 games/s | ETA: 689s
[gpu0] [2491/3000] samples: 124600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2320/3599 | 0.74 games/s | ETA: 687s
[gpu0] [2492/3000] samples: 124600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3460/3597 | 0.74 games/s | ETA: 685s
[gpu0] [2493/3000] samples: 124650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3340/3597 | 0.74 games/s | ETA: 684s
[gpu0] [2494/3000] samples: 124700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2860/3597 | 0.74 games/s | ETA: 682s
[gpu0] [2495/3000] samples: 124750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4340/3597 | 0.74 games/s | ETA: 681s
[gpu0] [2496/3000] samples: 124800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3730/3597 | 0.74 games/s | ETA: 679s
[gpu0] [2497/3000] samples: 124850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2540/3597 | 0.74 games/s | ETA: 677s
[gpu0] [2498/3000] samples: 124900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3597 | 0.74 games/s | ETA: 676s
[gpu0] [2499/3000] samples: 124950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4020/3597 | 0.74 games/s | ETA: 674s
[gpu0] [2500/3000] samples: 125000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3160/3597 | 0.74 games/s | ETA: 673s
[gpu0] [2501/3000] samples: 125050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2580/3596 | 0.74 games/s | ETA: 671s
[gpu0] [2502/3000] samples: 125100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2680/3596 | 0.74 games/s | ETA: 669s
[gpu0] [2503/3000] samples: 125150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3500/3596 | 0.74 games/s | ETA: 668s
[gpu0] [2504/3000] samples: 125200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4440/3596 | 0.74 games/s | ETA: 666s
[gpu0] [2505/3000] samples: 125250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3596 | 0.74 games/s | ETA: 664s
[gpu0] [2506/3000] samples: 125300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3596 | 0.75 games/s | ETA: 663s
[gpu0] [2507/3000] samples: 125350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3320/3596 | 0.75 games/s | ETA: 661s
[gpu0] [2508/3000] samples: 125400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4560/3596 | 0.75 games/s | ETA: 660s
[gpu0] [2509/3000] samples: 125450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3300/3596 | 0.75 games/s | ETA: 658s
[gpu0] [2510/3000] samples: 125500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3596 | 0.75 games/s | ETA: 656s
[gpu0] [2511/3000] samples: 125550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3900/3596 | 0.75 games/s | ETA: 655s
[gpu0] [2512/3000] samples: 125600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2760/3596 | 0.75 games/s | ETA: 653s
[gpu0] [2513/3000] samples: 125650 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4580/3596 | 0.75 games/s | ETA: 652s
[gpu0] [2514/3000] samples: 125700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4280/3597 | 0.75 games/s | ETA: 650s
[gpu0] [2515/3000] samples: 125750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5220/3597 | 0.75 games/s | ETA: 648s
[gpu0] [2516/3000] samples: 125800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3540/3597 | 0.75 games/s | ETA: 647s
[gpu0] [2517/3000] samples: 125850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3800/3597 | 0.75 games/s | ETA: 645s
[gpu0] [2518/3000] samples: 125900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3597 | 0.75 games/s | ETA: 644s
[gpu0] [2519/3000] samples: 125950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2180/3596 | 0.75 games/s | ETA: 642s
[gpu0] [2520/3000] samples: 126000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4120/3597 | 0.75 games/s | ETA: 641s
[gpu0] [2521/3000] samples: 126050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3596 | 0.75 games/s | ETA: 639s
[gpu0] [2522/3000] samples: 126100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3596 | 0.75 games/s | ETA: 637s
[gpu0] [2526/3000] samples: 126300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3595 | 0.75 games/s | ETA: 631s
[gpu0] [2523/3000] samples: 126150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3596 | 0.75 games/s | ETA: 636s
[gpu0] [2524/3000] samples: 126200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2900/3596 | 0.75 games/s | ETA: 634s
[gpu0] [2525/3000] samples: 126250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3595 | 0.75 games/s | ETA: 633s
[gpu0] [2527/3000] samples: 126350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1700/3594 | 0.75 games/s | ETA: 629s
[gpu0] [2528/3000] samples: 126400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5000/3595 | 0.75 games/s | ETA: 628s
[gpu0] [2529/3000] samples: 126450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2360/3594 | 0.75 games/s | ETA: 626s
[gpu0] [2530/3000] samples: 126500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3240/3594 | 0.75 games/s | ETA: 625s
[gpu0] [2531/3000] samples: 126550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2880/3594 | 0.75 games/s | ETA: 623s
[gpu0] [2532/3000] samples: 126600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 6040/3595 | 0.75 games/s | ETA: 622s
[gpu0] [2533/3000] samples: 126650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4940/3595 | 0.75 games/s | ETA: 620s
[gpu0] [2534/3000] samples: 126700 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 7220/3597 | 0.75 games/s | ETA: 618s
[gpu0] [2535/3000] samples: 126750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4570/3597 | 0.75 games/s | ETA: 617s
[gpu0] [2536/3000] samples: 126800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3480/3597 | 0.75 games/s | ETA: 615s
[gpu0] [2537/3000] samples: 126850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4520/3598 | 0.75 games/s | ETA: 614s
[gpu0] [2538/3000] samples: 126900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3300/3597 | 0.75 games/s | ETA: 612s
[gpu0] [2539/3000] samples: 126950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3597 | 0.76 games/s | ETA: 611s
[gpu0] [2540/3000] samples: 127000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3950/3597 | 0.76 games/s | ETA: 609s
[gpu0] [2544/3000] samples: 127200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3597 | 0.76 games/s | ETA: 603s
[gpu0] [2541/3000] samples: 127050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3640/3597 | 0.76 games/s | ETA: 607s
[gpu0] [2542/3000] samples: 127100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2960/3597 | 0.76 games/s | ETA: 606s
[gpu0] [2543/3000] samples: 127150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5070/3598 | 0.76 games/s | ETA: 604s
[gpu0] [2545/3000] samples: 127250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3597 | 0.76 games/s | ETA: 601s
[gpu0] [2546/3000] samples: 127300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3790/3597 | 0.76 games/s | ETA: 600s
[gpu0] [2547/3000] samples: 127350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3750/3597 | 0.76 games/s | ETA: 598s
[gpu0] [2548/3000] samples: 127400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2380/3597 | 0.76 games/s | ETA: 597s
[gpu0] [2550/3000] samples: 127500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3596 | 0.76 games/s | ETA: 593s
[gpu0] [2549/3000] samples: 127450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2300/3596 | 0.76 games/s | ETA: 595s
[gpu0] [2551/3000] samples: 127550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4960/3597 | 0.76 games/s | ETA: 592s
[gpu0] [2552/3000] samples: 127600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2940/3597 | 0.76 games/s | ETA: 590s
[gpu0] [2553/3000] samples: 127650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3597 | 0.76 games/s | ETA: 589s
[gpu0] [2554/3000] samples: 127700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2640/3596 | 0.76 games/s | ETA: 587s
[gpu0] [2555/3000] samples: 127750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4280/3597 | 0.76 games/s | ETA: 586s
[gpu0] [2556/3000] samples: 127800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3500/3597 | 0.76 games/s | ETA: 584s
[gpu0] [2557/3000] samples: 127850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4240/3597 | 0.76 games/s | ETA: 583s
[gpu0] [2558/3000] samples: 127900 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4360/3597 | 0.76 games/s | ETA: 581s
[gpu0] [2559/3000] samples: 127950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3597 | 0.76 games/s | ETA: 580s
[gpu0] [2560/3000] samples: 128000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3320/3597 | 0.76 games/s | ETA: 578s
[gpu0] [2562/3000] samples: 128100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4260/3598 | 0.76 games/s | ETA: 575s
[gpu0] [2561/3000] samples: 128050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5280/3597 | 0.76 games/s | ETA: 576s
[gpu0] [2563/3000] samples: 128150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2600/3597 | 0.76 games/s | ETA: 573s
[gpu0] [2564/3000] samples: 128200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3060/3597 | 0.76 games/s | ETA: 572s
[gpu0] [2565/3000] samples: 128250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4580/3597 | 0.76 games/s | ETA: 570s
[gpu0] [2566/3000] samples: 128300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4620/3598 | 0.76 games/s | ETA: 569s
[gpu0] [2567/3000] samples: 128350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4540/3598 | 0.76 games/s | ETA: 567s
[gpu0] [2568/3000] samples: 128400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4400/3598 | 0.76 games/s | ETA: 566s
[gpu0] [2569/3000] samples: 128450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2640/3598 | 0.76 games/s | ETA: 564s
[gpu0] [2570/3000] samples: 128500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4340/3598 | 0.76 games/s | ETA: 563s
[gpu0] [2571/3000] samples: 128550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3598 | 0.76 games/s | ETA: 561s
[gpu0] [2572/3000] samples: 128600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2200/3598 | 0.76 games/s | ETA: 560s
[gpu0] [2573/3000] samples: 128650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4080/3598 | 0.77 games/s | ETA: 558s
[gpu0] [2574/3000] samples: 128700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4040/3598 | 0.77 games/s | ETA: 557s
[gpu0] [2575/3000] samples: 128750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4520/3599 | 0.77 games/s | ETA: 555s
[gpu0] [2576/3000] samples: 128800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3240/3599 | 0.77 games/s | ETA: 553s
[gpu0] [2577/3000] samples: 128900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3600 | 0.77 games/s | ETA: 552s
[gpu0] [2578/3000] samples: 128900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3120/3598 | 0.77 games/s | ETA: 550s
[gpu0] [2579/3000] samples: 128950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3598 | 0.77 games/s | ETA: 549s
[gpu0] [2580/3000] samples: 129000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3820/3598 | 0.77 games/s | ETA: 547s
[gpu0] [2581/3000] samples: 129050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3598 | 0.77 games/s | ETA: 546s
[gpu0] [2582/3000] samples: 129100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2300/3597 | 0.77 games/s | ETA: 544s
[gpu0] [2583/3000] samples: 129150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4800/3598 | 0.77 games/s | ETA: 543s
[gpu0] [2586/3000] samples: 129300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 6180/3599 | 0.77 games/s | ETA: 538s
[gpu0] [2585/3000] samples: 129250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3240/3598 | 0.77 games/s | ETA: 540s
[gpu0] [2584/3000] samples: 129200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3598 | 0.77 games/s | ETA: 541s
[gpu0] [2587/3000] samples: 129350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4460/3599 | 0.77 games/s | ETA: 537s
[gpu0] [2588/3000] samples: 129400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3940/3599 | 0.77 games/s | ETA: 535s
[gpu0] [2589/3000] samples: 129450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3830/3599 | 0.77 games/s | ETA: 534s
[gpu0] [2590/3000] samples: 129500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3660/3599 | 0.77 games/s | ETA: 532s
[gpu0] [2591/3000] samples: 129550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2540/3599 | 0.77 games/s | ETA: 531s
[gpu0] [2592/3000] samples: 129600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4980/3599 | 0.77 games/s | ETA: 529s
[gpu0] [2593/3000] samples: 129650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3540/3599 | 0.77 games/s | ETA: 528s
[gpu0] [2594/3000] samples: 129700 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5260/3600 | 0.77 games/s | ETA: 526s
[gpu0] [2595/3000] samples: 129750 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 7240/3601 | 0.77 games/s | ETA: 525s
[gpu0] [2597/3000] samples: 129850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3720/3602 | 0.77 games/s | ETA: 522s
[gpu0] [2596/3000] samples: 129800 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4640/3602 | 0.77 games/s | ETA: 523s
[gpu0] [2598/3000] samples: 129900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3520/3602 | 0.77 games/s | ETA: 520s
[gpu0] [2599/3000] samples: 130000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5160/3604 | 0.77 games/s | ETA: 519s
[gpu0] [2600/3000] samples: 130000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2780/3602 | 0.77 games/s | ETA: 517s
[gpu0] [2601/3000] samples: 130050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2480/3602 | 0.77 games/s | ETA: 516s
[gpu0] [2602/3000] samples: 130100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3602 | 0.77 games/s | ETA: 514s
[gpu0] [2603/3000] samples: 130150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3860/3602 | 0.77 games/s | ETA: 513s
[gpu0] [2604/3000] samples: 130200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3100/3602 | 0.77 games/s | ETA: 511s
[gpu0] [2605/3000] samples: 130250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3602 | 0.77 games/s | ETA: 510s
[gpu0] [2606/3000] samples: 130300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3960/3602 | 0.77 games/s | ETA: 508s
[gpu0] [2607/3000] samples: 130350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3040/3602 | 0.78 games/s | ETA: 507s
[gpu0] [2608/3000] samples: 130400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3460/3602 | 0.78 games/s | ETA: 505s
[gpu0] [2609/3000] samples: 130450 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4300/3602 | 0.78 games/s | ETA: 504s
[gpu0] [2610/3000] samples: 130500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2640/3601 | 0.78 games/s | ETA: 502s
[gpu0] [2611/3000] samples: 130550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3690/3602 | 0.78 games/s | ETA: 501s
[gpu0] [2612/3000] samples: 130600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3040/3601 | 0.78 games/s | ETA: 500s
[gpu0] [2613/3000] samples: 130650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3601 | 0.78 games/s | ETA: 498s
[gpu0] [2614/3000] samples: 130700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2900/3601 | 0.78 games/s | ETA: 497s
[gpu0] [2615/3000] samples: 130750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4510/3601 | 0.78 games/s | ETA: 495s
